study_id,database_source,title,abstract,year,author,journal,doi,url,keywords,notes_spillover,has_hard_kill,has_soft_kill,has_addict,has_tech,is_high_priority,exclude_flag,screening_notes
GPS_DEC_4842,MEDLINE,Integrating public data sets for analysis of maternal airborne environmental exposures and stillbirth,NA,2014,NA,AMIA Annu Symp Proc,NA,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med11&rft.genre=article&rft_id=info:doi/&rft_id=info:pmid/25954365&rft.issn=1559-4076&rft.volume=2014&rft.issue=&rft.spage=599&rft.pages=599-605&rft.date=2014&rft.jtitle=AMIA+...+Annual+Symposium+Proceedings%2FAMIA+Symposium&rft.atitle=Integrating+public+data+sets+for+analysis+of+maternal+airborne+environmental+exposures+and+stillbirth.&rft.aulast=Hall,Adult and Air Pollutants/ae [Adverse Effects] and *Air Pollutants/an [Analysis] and Cohort Studies and Datasets as Topic and *Environmental Exposure/an [Analysis] and Environmental Monitoring and Female and Humans and Live Birth/ep [Epidemiology] and Ohio/ep [Epidemiology] and Pregnancy and Risk Factors and Socioeconomic Factors and *Stillbirth/ep [Epidemiology] and Stillbirth/eh [Ethnology] and Vital Statistics,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4846,MEDLINE,Is a targeted and planned GP intervention effective in cardiovascular disease prevention? A randomized controlled trial,NA,2014,"Kranjcevic, K and Markovic, BB and Lalic, DI and Vrdoljak, D and Vucak, J",Med Sci Monit,https://dx.doi.org/10.12659/MSM.890242,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med11&rft.genre=article&rft_id=info:doi/10.12659%2FMSM.890242&rft_id=info:pmid/25011980&rft.issn=1234-1010&rft.volume=20&rft.issue=&rft.spage=1180&rft.pages=1180-7&rft.date=2014&rft.jtitle=Medical+Science+Monitor&rft.atitle=Is+a+targeted+and+planned+GP+intervention+effective+in+cardiovascular+disease+prevention%3F+A+randomized+controlled+trial.&rft.aulast=Kranjcevic,Adult and Aged and *Cardiovascular Diseases/pc [Prevention & Control] and Case-Control Studies and Female and *General Practitioners and Humans and Male and Middle Aged and Risk Factors and Treatment Outcome,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_4864,MEDLINE,Functional impact of ABCB1 variants on interactions between P-glycoprotein and methadone,NA,2013,NA,PloS one,https://dx.doi.org/10.1371/journal.pone.0059419,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med10&rft.genre=article&rft_id=info:doi/10.1371%2Fjournal.pone.0059419&rft_id=info:pmid/23527191&rft.issn=1932-6203&rft.volume=8&rft.issue=3&rft.spage=e59419&rft.pages=e59419&rft.date=2013&rft.jtitle=PLoS+ONE+%5BElectronic+Resource%5D&rft.atitle=Functional+impact+of+ABCB1+variants+on+interactions+between+P-glycoprotein+and+methadone.&rft.aulast=Hung,"ATP Binding Cassette Transporter, Subfamily B and ATP Binding Cassette Transporter, Subfamily B, Member 1/ge [Genetics] and *ATP Binding Cassette Transporter, Subfamily B, Member 1/me [Metabolism] and Analysis of Variance and Blotting, Western and Fluoresceins/me [Metabolism] and *Genetic Variation and HEK293 Cells and Humans and Immunoblotting and Inhibitory Concentration 50 and Kinetics and *Methadone/me [Metabolism] and Mutagenesis, Site-Directed and Real-Time Polymerase Chain Reaction and Rhodamine 123/me [Metabolism] and Verapamil",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4867,MEDLINE,Determinants of urban-rural differences in cardiovascular risk factors in middle-aged women in India: a cross-sectional study,NA,2013,NA,Int J Cardiol,https://dx.doi.org/10.1016/j.ijcard.2011.06.008,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med10&rft.genre=article&rft_id=info:doi/10.1016%2Fj.ijcard.2011.06.008&rft_id=info:pmid/21880382&rft.issn=0167-5273&rft.volume=163&rft.issue=2&rft.spage=157&rft.pages=157-62&rft.date=2013&rft.jtitle=International+Journal+of+Cardiology&rft.atitle=Determinants+of+urban-rural+differences+in+cardiovascular+risk+factors+in+middle-aged+women+in+India%3A+a+cross-sectional+study.&rft.aulast=Pandey,Adult and Aged and *Cardiovascular Diseases/ep [Epidemiology] and Cross-Sectional Studies and Female and Humans and India/ep [Epidemiology] and Life Style and Middle Aged and Risk Factors and *Rural Health and Socioeconomic Factors and *Urban Health,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_4905,MEDLINE,"If you want to cure their asthma, ask about their job",NA,2005,NA,Prim. care respir. j,https://dx.doi.org/10.1016/j.pcrj.2004.12.002,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:pmnm2&rft.genre=article&rft_id=info:doi/10.1016%2Fj.pcrj.2004.12.002&rft_id=info:pmid/16701700&rft.issn=1471-4418&rft.volume=14&rft.issue=2&rft.spage=65&rft.pages=65-71&rft.date=2005&rft.jtitle=Primary+Care+Respiratory+Journal&rft.atitle=If+you+want+to+cure+their+asthma%2C+ask+about+their+job.&rft.aulast=Douglas,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_4918,MEDLINE,Development and validation of a movement and activity in physical space score as a functional outcome measure,NA,2011,NA,Arch Phys Med Rehabil,https://dx.doi.org/10.1016/j.apmr.2011.05.001,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med8&rft.genre=article&rft_id=info:doi/10.1016%2Fj.apmr.2011.05.001&rft_id=info:pmid/21872844&rft.issn=0003-9993&rft.volume=92&rft.issue=10&rft.spage=1652&rft.pages=1652-8&rft.date=2011&rft.jtitle=Archives+of+Physical+Medicine+%26+Rehabilitation&rft.atitle=Development+and+validation+of+a+movement+and+activity+in+physical+space+score+as+a+functional+outcome+measure.&rft.aulast=Herrmann,"Acceleration and Activities of Daily Living and Adult and Analysis of Variance and Case-Control Studies and *Disability Evaluation and Female and Geographic Information Systems and Humans and Male and *Monitoring, Physiologic/mt [Methods] and *Motor Activity and *Osteoarthritis, Knee/pp [Physiopathology] and *Osteoarthritis, Knee/su [Surgery] and Recovery of Function and Reproducibility of Results",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_4949,MEDLINE,Inhibitory action of palatinose and its hydrogenated derivatives on the hydrolysis of alpha-glucosylsaccharides in the small intestine,NA,2008,NA,J Agric Food Chem,https://dx.doi.org/10.1021/jf7035824,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med7&rft.genre=article&rft_id=info:doi/10.1021%2Fjf7035824&rft_id=info:pmid/18588310&rft.issn=0021-8561&rft.volume=56&rft.issue=14&rft.spage=5892&rft.pages=5892-5&rft.date=2008&rft.jtitle=Journal+of+Agricultural+%26+Food+Chemistry&rft.atitle=Inhibitory+action+of+palatinose+and+its+hydrogenated+derivatives+on+the+hydrolysis+of+alpha-glucosylsaccharides+in+the+small+intestine.&rft.aulast=Kashimura,"Carbohydrate Conformation and *Enzyme Inhibitors/pd [Pharmacology] and *Glycoside Hydrolase Inhibitors and Hydrogenation and Hydrolysis and *Intestine, Small/en [Enzymology] and *Isomaltose/aa [Analogs & Derivatives] and Isomaltose/pd [Pharmacology] and *Maltose/me [Metabolism] and Sucrase-Isomaltase Complex/me [Metabolism] and *Sucrose/me [Metabolism] and alpha-Glucosidases/me [Metabolism]",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_4996,MEDLINE,The use of a European telemedicine system to examine the effects of pollutants and allergens on asthmatic respiratory health,NA,2004,NA,Sci Total Environ,https://dx.doi.org/10.1016/j.scitotenv.2004.04.045,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med5&rft.genre=article&rft_id=info:doi/10.1016%2Fj.scitotenv.2004.04.045&rft_id=info:pmid/15504527&rft.issn=0048-9697&rft.volume=334-335&rft.issue=&rft.spage=417&rft.pages=417-26&rft.date=2004&rft.jtitle=Science+of+the+Total+Environment&rft.atitle=The+use+of+a+European+telemedicine+system+to+examine+the+effects+of+pollutants+and+allergens+on+asthmatic+respiratory+health.&rft.aulast=Crabbe,"Adolescent and Adult and Aged and *Air Pollutants/po [Poisoning] and *Allergens/ae [Adverse Effects] and *Asthma/et [Etiology] and Asthma/pa [Pathology] and Child and Child, Preschool and *Data Collection and Databases, Factual and Europe and Female and *Geographic Information Systems and Humans and Infant and Infant, Newborn and Life Style and Male and Middle Aged and Pollen and Respiratory Function Tests and Social Class and *Telemedicine",NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_5008,MEDLINE,Management of COPD according to guidelines. A national survey among Belgian physicians,NA,2003,NA,Monaldi Arch Chest Dis,NA,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med5&rft.genre=article&rft_id=info:doi/&rft_id=info:pmid/14533285&rft.issn=1122-0643&rft.volume=59&rft.issue=1&rft.spage=62&rft.pages=62-80&rft.date=2003&rft.jtitle=Monaldi+Archives+for+Chest+Disease&rft.atitle=Management+of+COPD+according+to+guidelines.+A+national+survey+among+Belgian+physicians.&rft.aulast=Decramer,"Belgium and Female and Guideline Adherence and Humans and Male and Physicians, Family and *Practice Guidelines as Topic and *Pulmonary Disease, Chronic Obstructive/th [Therapy] and Pulmonary Medicine and Surveys and Questionnaires",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Excluded: Irrelevant Health Topic
GPS_DEC_5011,MEDLINE,Palliative care: experience with 156 cases in a general hospital,NA,2002,NA,Med J Malaysia,NA,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med4&rft.genre=article&rft_id=info:doi/&rft_id=info:pmid/12733165&rft.issn=0300-5283&rft.volume=57&rft.issue=4&rft.spage=408&rft.pages=408-17&rft.date=2002&rft.jtitle=Medical+Journal+of+Malaysia&rft.atitle=Palliative+care%3A+experience+with+156+cases+in+a+general+hospital.&rft.aulast=Khoo,"Adolescent and Adult and Aged and Aged, 80 and over and Child and Female and *Hospitals, General/sn [Statistics & Numerical Data] and Humans and Malaysia/ep [Epidemiology] and Male and Middle Aged and *Neoplasms/ep [Epidemiology] and *Neoplasms/th [Therapy] and *Palliative Care/sn [Statistics & Numerical Data]",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_5017,MEDLINE,"Results of an enhanced-outreach programme of hepatitis B vaccination in the Netherlands (1998-2000) among men who have sex with men, hard drug users, sex workers and heterosexual persons with multiple partners",NA,2002,Working Group Vaccination High-risk Groups Hepatitis B for the Netherlands,J Hepatol,https://dx.doi.org/10.1016/s0168-8278(02)00213-1,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med4&rft.genre=article&rft_id=info:doi/10.1016%2Fs0168-8278%2802%2900213-1&rft_id=info:pmid/12217605&rft.issn=0168-8278&rft.volume=37&rft.issue=4&rft.spage=507&rft.pages=507-13&rft.date=2002&rft.jtitle=Journal+of+Hepatology&rft.atitle=Results+of+an+enhanced-outreach+programme+of+hepatitis+B+vaccination+in+the+Netherlands+%281998-2000%29+among+men+who+have+sex+with+men%2C+hard+drug+users%2C+sex+workers+and+heterosexual+persons+with+multiple+partners.&rft.aulast=van+Steenbergen,"Community-Institutional Relations and Health Care Costs and *Hepatitis B/ep [Epidemiology] and *Hepatitis B/pc [Prevention & Control] and *Hepatitis B Vaccines/ad [Administration & Dosage] and Hepatitis B Vaccines/ec [Economics] and *Heterosexuality/sn [Statistics & Numerical Data] and *Homosexuality, Male/sn [Statistics & Numerical Data] and Humans and Male and Mass Vaccination/ec [Economics] and Mass Vaccination/og [Organization & Administration] and Netherlands/ep [Epidemiology] and Patient Compliance and Program Evaluation and Risk Factors and Sex Work/sn [Statistics & Numerical Data] and *Substance-Related Disorders/ep [Epidemiology]",NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Excluded: Biology/Engineering
GPS_DEC_5034,MEDLINE,"Blockage of drug resistance in vitro by disulfiram, a drug used to treat alcoholism",NA,2000,NA,J Natl Cancer Inst,https://dx.doi.org/10.1093/jnci/92.11.898,http://sk8es4mc2l.search.serialssolutions.com/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/Ovid:med4&rft.genre=article&rft_id=info:doi/10.1093%2Fjnci%2F92.11.898&rft_id=info:pmid/10841824&rft.issn=0027-8874&rft.volume=92&rft.issue=11&rft.spage=898&rft.pages=898-902&rft.date=2000&rft.jtitle=Journal+of+the+National+Cancer+Institute&rft.atitle=Blockage+of+drug+resistance+in+vitro+by+disulfiram%2C+a+drug+used+to+treat+alcoholism.&rft.aulast=Loo,"*ATP Binding Cassette Transporter, Subfamily B, Member 1/de [Drug Effects] and *ATP Binding Cassette Transporter, Subfamily B, Member 1/me [Metabolism] and Adenosine Triphosphatases/de [Drug Effects] and Alcohol Deterrents/pd [Pharmacology] and Aldehyde Dehydrogenase/de [Drug Effects] and Blotting, Western and Cysteine/me [Metabolism] and DNA, Complementary and *Disulfiram/pd [Pharmacology] and Drug Resistance, Multiple and *Drug Resistance, Neoplasm and *Enzyme Inhibitors/pd [Pharmacology] and Gene Expression Regulation, Neoplastic/de [Drug Effects] and Humans and Kidney/cy [Cytology] and *Neoplasms/dt [Drug Therapy] and *Neoplasms/me [Metabolism] and Transfection and Tumor Cells, Cultured",NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Excluded: Biology/Engineering
